"Volunteer" "Activity" "Variable" "Average"
"10163" "23" "LAYING" "frequencyBodybodygyromagStd" -0.959025538194444
"10164" "23" "LAYING" "frequencyBodybodygyrojerkmagMean" -0.981846854305556
"10165" "23" "LAYING" "frequencyBodybodygyrojerkmagStd" -0.98158514125
"10166" "11" "LAYING" "timeBodyaccMeanx" 0.280592970877193
"10167" "11" "LAYING" "timeBodyaccMeany" -0.0176598052315789
"10168" "11" "LAYING" "timeBodyaccMeanz" -0.108786578070175
"10169" "11" "LAYING" "timeBodyaccStdx" -0.98477733
"10170" "11" "LAYING" "timeBodyaccStdy" -0.972196873859649
"10171" "11" "LAYING" "timeBodyaccStdz" -0.971311176842105
"10172" "11" "LAYING" "timeGravityaccMeanx" -0.134832031403509
"10173" "11" "LAYING" "timeGravityaccMeany" 0.943017941403509
"10174" "11" "LAYING" "timeGravityaccMeanz" 0.112620189964912
"10175" "11" "LAYING" "timeGravityaccStdx" -0.97956560245614
"10176" "11" "LAYING" "timeGravityaccStdy" -0.990765579649123
"10177" "11" "LAYING" "timeGravityaccStdz" -0.984192606315789
"10178" "11" "LAYING" "timeBodyaccjerkMeanx" 0.0766645337017544
"10179" "11" "LAYING" "timeBodyaccjerkMeany" 0.0122193853629825
"10180" "11" "LAYING" "timeBodyaccjerkMeanz" 0.00277690502070175
"10181" "11" "LAYING" "timeBodyaccjerkStdx" -0.985259108596491
"10182" "11" "LAYING" "timeBodyaccjerkStdy" -0.972777455263158
"10183" "11" "LAYING" "timeBodyaccjerkStdz" -0.982111784210526
"10184" "11" "LAYING" "timeBodygyroMeanx" -0.0191743840136842
"10185" "11" "LAYING" "timeBodygyroMeany" -0.041559989822807
"10186" "11" "LAYING" "timeBodygyroMeanz" 0.152019015929825
"10187" "11" "LAYING" "timeBodygyroStdx" -0.980836884561403
"10188" "11" "LAYING" "timeBodygyroStdy" -0.982442644035088
"10189" "11" "LAYING" "timeBodygyroStdz" -0.959897432807018
"10190" "11" "LAYING" "timeBodygyrojerkMeanx" -0.102297501877193
"10191" "11" "LAYING" "timeBodygyrojerkMeany" -0.0412391429298246
"10192" "11" "LAYING" "timeBodygyrojerkMeanz" -0.0666957489649123
"10193" "11" "LAYING" "timeBodygyrojerkStdx" -0.981724838421053
"10194" "11" "LAYING" "timeBodygyrojerkStdy" -0.990845724736842
"10195" "11" "LAYING" "timeBodygyrojerkStdz" -0.986549063333333
"10196" "11" "LAYING" "timeBodyaccmagMean" -0.980621180175439
"10197" "11" "LAYING" "timeBodyaccmagStd" -0.972891829473684
"10198" "11" "LAYING" "timeGravityaccmagMean" -0.980621180175439
"10199" "11" "LAYING" "timeGravityaccmagStd" -0.972891829473684
"10200" "11" "LAYING" "timeBodyaccjerkmagMean" -0.983330628421053
"10201" "11" "LAYING" "timeBodyaccjerkmagStd" -0.976504858596491
"10202" "11" "LAYING" "timeBodygyromagMean" -0.952523752105263
"10203" "11" "LAYING" "timeBodygyromagStd" -0.954713182807018
"10204" "11" "LAYING" "timeBodygyrojerkmagMean" -0.990641248245614
"10205" "11" "LAYING" "timeBodygyrojerkmagStd" -0.984476476666667
"10206" "11" "LAYING" "frequencyBodyaccMeanx" -0.983801365614035
"10207" "11" "LAYING" "frequencyBodyaccMeany" -0.971403935438596
"10208" "11" "LAYING" "frequencyBodyaccMeanz" -0.973576812807018
"10209" "11" "LAYING" "frequencyBodyaccStdx" -0.985322211929825
"10210" "11" "LAYING" "frequencyBodyaccStdy" -0.973589287368421
"10211" "11" "LAYING" "frequencyBodyaccStdz" -0.971668077017544
"10212" "11" "LAYING" "frequencyBodyaccjerkMeanx" -0.984884874385965
"10213" "11" "LAYING" "frequencyBodyaccjerkMeany" -0.973882496666667
"10214" "11" "LAYING" "frequencyBodyaccjerkMeanz" -0.979564844210526
"10215" "11" "LAYING" "frequencyBodyaccjerkStdx" -0.987122678245614
"10216" "11" "LAYING" "frequencyBodyaccjerkStdy" -0.973486716315789
"10217" "11" "LAYING" "frequencyBodyaccjerkStdz" -0.983302949122807
"10218" "11" "LAYING" "frequencyBodygyroMeanx" -0.97618747122807
"10219" "11" "LAYING" "frequencyBodygyroMeany" -0.982640271929825
"10220" "11" "LAYING" "frequencyBodygyroMeanz" -0.961434420701754
"10221" "11" "LAYING" "frequencyBodygyroStdx" -0.982424585438596
"10222" "11" "LAYING" "frequencyBodygyroStdy" -0.982660631754386
"10223" "11" "LAYING" "frequencyBodygyroStdz" -0.963183902982456
"10224" "11" "LAYING" "frequencyBodyaccmagMean" -0.973994004561404
"10225" "11" "LAYING" "frequencyBodyaccmagStd" -0.976037695614035
"10226" "11" "LAYING" "frequencyBodybodyaccjerkmagMean" -0.976940774561403
"10227" "11" "LAYING" "frequencyBodybodyaccjerkmagStd" -0.975126531403509
"10228" "11" "LAYING" "frequencyBodybodygyromagMean" -0.967093356491228
"10229" "11" "LAYING" "frequencyBodybodygyromagStd" -0.954849053508772
"10230" "11" "LAYING" "frequencyBodybodygyrojerkmagMean" -0.985978837192982
"10231" "11" "LAYING" "frequencyBodybodygyrojerkmagStd" -0.983569468245614
"10232" "10" "LAYING" "timeBodyaccMeanx" 0.280230574137931
"10233" "10" "LAYING" "timeBodyaccMeany" -0.024294484137931
"10234" "10" "LAYING" "timeBodyaccMeanz" -0.117168642362069
"10235" "10" "LAYING" "timeBodyaccStdx" -0.968283685
"10236" "10" "LAYING" "timeBodyaccStdy" -0.946454302068966
"10237" "10" "LAYING" "timeBodyaccStdz" -0.95947148637931
"10238" "10" "LAYING" "timeGravityaccMeanx" -0.453069737586207
"10239" "10" "LAYING" "timeGravityaccMeany" -0.139297681034483
"10240" "10" "LAYING" "timeGravityaccMeanz" -0.031121624137931
"10241" "10" "LAYING" "timeGravityaccStdx" -0.954531941896552
"10242" "10" "LAYING" "timeGravityaccStdy" -0.966701156034483
"10243" "10" "LAYING" "timeGravityaccStdz" -0.963045642431035
"10244" "10" "LAYING" "timeBodyaccjerkMeanx" 0.073815064487931
"10245" "10" "LAYING" "timeBodyaccjerkMeany" 0.015698997097069
"10246" "10" "LAYING" "timeBodyaccjerkMeanz" 0.00716689586275862
"10247" "10" "LAYING" "timeBodyaccjerkStdx" -0.978007466724138
"10248" "10" "LAYING" "timeBodyaccjerkStdy" -0.966930793448276
"10249" "10" "LAYING" "timeBodyaccjerkStdz" -0.976256662586207
"10250" "10" "LAYING" "timeBodygyroMeanx" -0.019555937162069
"10251" "10" "LAYING" "timeBodygyroMeany" -0.0770325657265517
"10252" "10" "LAYING" "timeBodygyroMeanz" 0.104720478344828
"10253" "10" "LAYING" "timeBodygyroStdx" -0.961713199827586
"10254" "10" "LAYING" "timeBodygyroStdy" -0.953660207586207
"10255" "10" "LAYING" "timeBodygyroStdz" -0.971940597413793
"10256" "10" "LAYING" "timeBodygyrojerkMeanx" -0.100308254413793
"10257" "10" "LAYING" "timeBodygyrojerkMeany" -0.0388797920413793
"10258" "10" "LAYING" "timeBodygyrojerkMeanz" -0.0590744912758621
"10259" "10" "LAYING" "timeBodygyrojerkStdx" -0.965900578103448
"10260" "10" "LAYING" "timeBodygyrojerkStdy" -0.966621040344828
"10261" "10" "LAYING" "timeBodygyrojerkStdz" -0.983949302758621
"10262" "10" "LAYING" "timeBodyaccmagMean" -0.956781819655172
"10263" "10" "LAYING" "timeBodyaccmagStd" -0.940301654482759
"10264" "10" "LAYING" "timeGravityaccmagMean" -0.956781819655172
"10265" "10" "LAYING" "timeGravityaccmagStd" -0.940301654482759
"10266" "10" "LAYING" "timeBodyaccjerkmagMean" -0.976234435172414
"10267" "10" "LAYING" "timeBodyaccjerkmagStd" -0.967556980689655
"10268" "10" "LAYING" "timeBodygyromagMean" -0.937590998793103
"10269" "10" "LAYING" "timeBodygyromagStd" -0.927471165517241
"10270" "10" "LAYING" "timeBodygyrojerkmagMean" -0.970830848965517
"10271" "10" "LAYING" "timeBodygyrojerkmagStd" -0.959632931551724
"10272" "10" "LAYING" "frequencyBodyaccMeanx" -0.96918420862069
"10273" "10" "LAYING" "frequencyBodyaccMeany" -0.954341849137931
"10274" "10" "LAYING" "frequencyBodyaccMeanz" -0.964300845172414
"10275" "10" "LAYING" "frequencyBodyaccStdx" -0.96796803862069
"10276" "10" "LAYING" "frequencyBodyaccStdy" -0.946229148258621
"10277" "10" "LAYING" "frequencyBodyaccStdz" -0.959813667810345
"10278" "10" "LAYING" "frequencyBodyaccjerkMeanx" -0.979014668793104
"10279" "10" "LAYING" "frequencyBodyaccjerkMeany" -0.968039173793103
"10280" "10" "LAYING" "frequencyBodyaccjerkMeanz" -0.972592212931034
"10281" "10" "LAYING" "frequencyBodyaccjerkStdx" -0.978904364137931
"10282" "10" "LAYING" "frequencyBodyaccjerkStdy" -0.968120692241379
"10283" "10" "LAYING" "frequencyBodyaccjerkStdz" -0.978582339137931
"10284" "10" "LAYING" "frequencyBodygyroMeanx" -0.953793912068965
"10285" "10" "LAYING" "frequencyBodygyroMeany" -0.954670034482759
"10286" "10" "LAYING" "frequencyBodygyroMeanz" -0.969755777241379
"10287" "10" "LAYING" "frequencyBodygyroStdx" -0.96454456637931
"10288" "10" "LAYING" "frequencyBodygyroStdy" -0.953453496551724
"10289" "10" "LAYING" "frequencyBodygyroStdz" -0.975298797068965
"10290" "10" "LAYING" "frequencyBodyaccmagMean" -0.950848109137931
"10291" "10" "LAYING" "frequencyBodyaccmagStd" -0.944304974655172
"10292" "10" "LAYING" "frequencyBodybodyaccjerkmagMean" -0.968561121551724
"10293" "10" "LAYING" "frequencyBodybodyaccjerkmagStd" -0.965377553448276
"10294" "10" "LAYING" "frequencyBodybodygyromagMean" -0.937692642586207
"10295" "10" "LAYING" "frequencyBodybodygyromagStd" -0.933701315344828
"10296" "10" "LAYING" "frequencyBodybodygyrojerkmagMean" -0.960976821551724
"10297" "10" "LAYING" "frequencyBodybodygyrojerkmagStd" -0.960772875517241
"10298" "21" "LAYING" "timeBodyaccMeanx" 0.271325472455556
"10299" "21" "LAYING" "timeBodyaccMeany" -0.0184233048415556
"10300" "21" "LAYING" "timeBodyaccMeanz" -0.103253832233333
"10301" "21" "LAYING" "timeBodyaccStdx" -0.955019866222222
"10302" "21" "LAYING" "timeBodyaccStdy" -0.956959422222222
"10303" "21" "LAYING" "timeBodyaccStdz" -0.945653787777778
"10304" "21" "LAYING" "timeGravityaccMeanx" -0.174349174822222
"10305" "21" "LAYING" "timeGravityaccMeany" 0.599992678
"10306" "21" "LAYING" "timeGravityaccMeanz" 0.788251027111111
"10307" "21" "LAYING" "timeGravityaccStdx" -0.945905270555556
"10308" "21" "LAYING" "timeGravityaccStdy" -0.983732936111111
"10309" "21" "LAYING" "timeGravityaccStdz" -0.952416332444444
"10310" "21" "LAYING" "timeBodyaccjerkMeanx" 0.0820150201077778
"10311" "21" "LAYING" "timeBodyaccjerkMeany" 0.0119943671007778
"10312" "21" "LAYING" "timeBodyaccjerkMeanz" -0.0139053438591111
"10313" "21" "LAYING" "timeBodyaccjerkStdx" -0.984826520888889
"10314" "21" "LAYING" "timeBodyaccjerkStdy" -0.971584753222222
"10315" "21" "LAYING" "timeBodyaccjerkStdz" -0.983977644222222
"10316" "21" "LAYING" "timeBodygyroMeanx" -0.0305126188777778
"10317" "21" "LAYING" "timeBodygyroMeany" -0.113800486377778
"10318" "21" "LAYING" "timeBodygyroMeanz" 0.0980906517
"10319" "21" "LAYING" "timeBodygyroStdx" -0.975411857555556
"10320" "21" "LAYING" "timeBodygyroStdy" -0.952147091444444
"10321" "21" "LAYING" "timeBodygyroStdz" -0.981345430888889
"10322" "21" "LAYING" "timeBodygyrojerkMeanx" -0.0964118375066667
"10323" "21" "LAYING" "timeBodygyrojerkMeany" -0.0346275066055556
"10324" "21" "LAYING" "timeBodygyrojerkMeanz" -0.0601398663555556
"10325" "21" "LAYING" "timeBodygyrojerkStdx" -0.984643717333333
"10326" "21" "LAYING" "timeBodygyrojerkStdy" -0.981998497777778
"10327" "21" "LAYING" "timeBodygyrojerkStdz" -0.988749495666667
"10328" "21" "LAYING" "timeBodyaccmagMean" -0.952596583222222
"10329" "21" "LAYING" "timeBodyaccmagStd" -0.942186431444444
"10330" "21" "LAYING" "timeGravityaccmagMean" -0.952596583222222
"10331" "21" "LAYING" "timeGravityaccmagStd" -0.942186431444444
"10332" "21" "LAYING" "timeBodyaccjerkmagMean" -0.982800330555556
"10333" "21" "LAYING" "timeBodyaccjerkmagStd" -0.978552618777778
"10334" "21" "LAYING" "timeBodygyromagMean" -0.949278890222222
"10335" "21" "LAYING" "timeBodygyromagStd" -0.949289148
"10336" "21" "LAYING" "timeBodygyrojerkmagMean" -0.985915906888889
"10337" "21" "LAYING" "timeBodygyrojerkmagStd" -0.982246471555556
"10338" "21" "LAYING" "frequencyBodyaccMeanx" -0.968234375555556
"10339" "21" "LAYING" "frequencyBodyaccMeany" -0.960069247
"10340" "21" "LAYING" "frequencyBodyaccMeanz" -0.961772190555556
"10341" "21" "LAYING" "frequencyBodyaccStdx" -0.950929451222222
"10342" "21" "LAYING" "frequencyBodyaccStdy" -0.957258971111111
"10343" "21" "LAYING" "frequencyBodyaccStdz" -0.940919006555556
"10344" "21" "LAYING" "frequencyBodyaccjerkMeanx" -0.984188841222222
"10345" "21" "LAYING" "frequencyBodyaccjerkMeany" -0.972039417111111
"10346" "21" "LAYING" "frequencyBodyaccjerkMeanz" -0.981630805333333
"10347" "21" "LAYING" "frequencyBodyaccjerkStdx" -0.987061376777778
"10348" "21" "LAYING" "frequencyBodyaccjerkStdy" -0.973164432777778
"10349" "21" "LAYING" "frequencyBodyaccjerkStdz" -0.984925270666667
"10350" "21" "LAYING" "frequencyBodygyroMeanx" -0.973410473
"10351" "21" "LAYING" "frequencyBodygyroMeany" -0.964968005222222
"10352" "21" "LAYING" "frequencyBodygyroMeanz" -0.980811216111111
"10353" "21" "LAYING" "frequencyBodygyroStdx" -0.976226919888889
"10354" "21" "LAYING" "frequencyBodygyroStdy" -0.946599855444444
"10355" "21" "LAYING" "frequencyBodygyroStdz" -0.983270707333333
"10356" "21" "LAYING" "frequencyBodyaccmagMean" -0.953769071222222
"10357" "21" "LAYING" "frequencyBodyaccmagStd" -0.944449070888889
"10358" "21" "LAYING" "frequencyBodybodyaccjerkmagMean" -0.978444123888889
"10359" "21" "LAYING" "frequencyBodybodyaccjerkmagStd" -0.977604878888889
"10360" "21" "LAYING" "frequencyBodybodygyromagMean" -0.962349012888889
"10361" "21" "LAYING" "frequencyBodybodygyromagStd" -0.949736575111111
"10362" "21" "LAYING" "frequencyBodybodygyrojerkmagMean" -0.982993315111111
"10363" "21" "LAYING" "frequencyBodybodygyrojerkmagStd" -0.982305117444444
"10364" "3" "LAYING" "timeBodyaccMeanx" 0.275516852741935
"10365" "3" "LAYING" "timeBodyaccMeany" -0.0189556785048387
"10366" "3" "LAYING" "timeBodyaccMeanz" -0.101300477506452
"10367" "3" "LAYING" "timeBodyaccStdx" -0.982776639193548
"10368" "3" "LAYING" "timeBodyaccStdy" -0.962057544516129
"10369" "3" "LAYING" "timeBodyaccStdz" -0.96369103483871
"10370" "3" "LAYING" "timeGravityaccMeanx" -0.241758478064516
"10371" "3" "LAYING" "timeGravityaccMeany" 0.837032099677419
"10372" "3" "LAYING" "timeGravityaccMeanz" 0.48870318516129
"10373" "3" "LAYING" "timeGravityaccStdx" -0.982512193064516
"10374" "3" "LAYING" "timeGravityaccStdy" -0.981202749677419
"10375" "3" "LAYING" "timeGravityaccStdz" -0.964807543870968
"10376" "3" "LAYING" "timeBodyaccjerkMeanx" 0.0769811125806452
"10377" "3" "LAYING" "timeBodyaccjerkMeany" 0.0138041011306452
"10378" "3" "LAYING" "timeBodyaccjerkMeanz" -0.00435625874355645
"10379" "3" "LAYING" "timeBodyaccjerkStdx" -0.98087931483871
"10380" "3" "LAYING" "timeBodyaccjerkStdy" -0.968710724677419
"10381" "3" "LAYING" "timeBodyaccjerkStdz" -0.982093162903226
"10382" "3" "LAYING" "timeBodygyroMeanx" -0.0208170540330645
"10383" "3" "LAYING" "timeBodygyroMeany" -0.0718507159435484
"10384" "3" "LAYING" "timeBodygyroMeanz" 0.137999561112903
"10385" "3" "LAYING" "timeBodygyroStdx" -0.974545752096774
"10386" "3" "LAYING" "timeBodygyroStdy" -0.977272653709677
"10387" "3" "LAYING" "timeBodygyroStdz" -0.963505609032258
"10388" "3" "LAYING" "timeBodygyrojerkMeanx" -0.10004449883871
"10389" "3" "LAYING" "timeBodygyrojerkMeany" -0.0389771765322581
"10390" "3" "LAYING" "timeBodygyrojerkMeanz" -0.06873387
"10391" "3" "LAYING" "timeBodygyrojerkStdx" -0.980328645
"10392" "3" "LAYING" "timeBodygyrojerkStdy" -0.986762741935484
"10393" "3" "LAYING" "timeBodygyrojerkStdz" -0.983338279516129
"10394" "3" "LAYING" "timeBodyaccmagMean" -0.972791346129032
"10395" "3" "LAYING" "timeBodyaccmagStd" -0.964218176451613
"10396" "3" "LAYING" "timeGravityaccmagMean" -0.972791346129032
"10397" "3" "LAYING" "timeGravityaccmagStd" -0.964218176451613
"10398" "3" "LAYING" "timeBodyaccjerkmagMean" -0.979484593387097
"10399" "3" "LAYING" "timeBodyaccjerkmagStd" -0.976121297903226
"10400" "3" "LAYING" "timeBodygyromagMean" -0.951564751451613
"10401" "3" "LAYING" "timeBodygyromagStd" -0.954275110967742
"10402" "3" "LAYING" "timeBodygyrojerkmagMean" -0.98671362516129
"10403" "3" "LAYING" "timeBodygyrojerkmagStd" -0.983139255645161
"10404" "3" "LAYING" "frequencyBodyaccMeanx" -0.980665609032258
"10405" "3" "LAYING" "frequencyBodyaccMeany" -0.961169982903226
"10406" "3" "LAYING" "frequencyBodyaccMeanz" -0.968332141612903
"10407" "3" "LAYING" "frequencyBodyaccStdx" -0.983691129032258
"10408" "3" "LAYING" "frequencyBodyaccStdy" -0.964094604193548
"10409" "3" "LAYING" "frequencyBodyaccStdz" -0.96327908016129
"10410" "3" "LAYING" "frequencyBodyaccjerkMeanx" -0.980513202258064
"10411" "3" "LAYING" "frequencyBodyaccjerkMeany" -0.968752113709677
"10412" "3" "LAYING" "frequencyBodyaccjerkMeanz" -0.979122344354839
"10413" "3" "LAYING" "frequencyBodyaccjerkStdx" -0.983122615967742
"10414" "3" "LAYING" "frequencyBodyaccjerkStdy" -0.971044012741936
"10415" "3" "LAYING" "frequencyBodyaccjerkStdz" -0.983711904677419
"10416" "3" "LAYING" "frequencyBodygyroMeanx" -0.970167262903226
"10417" "3" "LAYING" "frequencyBodygyroMeany" -0.978099682258065
"10418" "3" "LAYING" "frequencyBodygyroMeanz" -0.962341960806452
"10419" "3" "LAYING" "frequencyBodygyroStdx" -0.975986433709677
"10420" "3" "LAYING" "frequencyBodygyroStdy" -0.977032495483871
"10421" "3" "LAYING" "frequencyBodygyroStdz" -0.967256854193548
"10422" "3" "LAYING" "frequencyBodyaccmagMean" -0.96552427516129
"10423" "3" "LAYING" "frequencyBodyaccmagStd" -0.968350217419355
"10424" "3" "LAYING" "frequencyBodybodyaccjerkmagMean" -0.975949597903226
"10425" "3" "LAYING" "frequencyBodybodyaccjerkmagStd" -0.975305377903226
"10426" "3" "LAYING" "frequencyBodybodygyromagMean" -0.96458672483871
"10427" "3" "LAYING" "frequencyBodybodygyromagStd" -0.955441855806452
"10428" "3" "LAYING" "frequencyBodybodygyrojerkmagMean" -0.984278251290323
"10429" "3" "LAYING" "frequencyBodybodygyrojerkmagStd" -0.982568158064516
"10430" "30" "LAYING" "timeBodyaccMeanx" 0.281033900571429
"10431" "30" "LAYING" "timeBodyaccMeany" -0.0194494098614286
"10432" "30" "LAYING" "timeBodyaccMeanz" -0.1036581505
"10433" "30" "LAYING" "timeBodyaccStdx" -0.976362515428571
"10434" "30" "LAYING" "timeBodyaccStdy" -0.954201823857143
"10435" "30" "LAYING" "timeBodyaccStdz" -0.967044236428571
"10436" "30" "LAYING" "timeGravityaccMeanx" -0.344737755285714
"10437" "30" "LAYING" "timeGravityaccMeany" 0.732661247714286
"10438" "30" "LAYING" "timeGravityaccMeanz" 0.681459210714286
"10439" "30" "LAYING" "timeGravityaccStdx" -0.979563942714286
"10440" "30" "LAYING" "timeGravityaccStdy" -0.988930714857143
"10441" "30" "LAYING" "timeGravityaccStdz" -0.983274524857143
"10442" "30" "LAYING" "timeBodyaccjerkMeanx" 0.0752196666428571
"10443" "30" "LAYING" "timeBodyaccjerkMeany" 0.0107680190087143
"10444" "30" "LAYING" "timeBodyaccjerkMeanz" -0.000374189681428571
"10445" "30" "LAYING" "timeBodyaccjerkStdx" -0.977463775571429
"10446" "30" "LAYING" "timeBodyaccjerkStdy" -0.971049778142857
"10447" "30" "LAYING" "timeBodyaccjerkStdz" -0.979517896142857
"10448" "30" "LAYING" "timeBodygyroMeanx" -0.0267812218571429
"10449" "30" "LAYING" "timeBodygyroMeany" -0.0761476351714286
"10450" "30" "LAYING" "timeBodygyroMeanz" 0.0938472163142857
"10451" "30" "LAYING" "timeBodygyroStdx" -0.973662822428571
"10452" "30" "LAYING" "timeBodygyroStdy" -0.966041673
"10453" "30" "LAYING" "timeBodygyroStdz" -0.968889156142857
"10454" "30" "LAYING" "timeBodygyrojerkMeanx" -0.102277358585714
"10455" "30" "LAYING" "timeBodygyrojerkMeany" -0.0384875867528571
"10456" "30" "LAYING" "timeBodygyrojerkMeanz" -0.0595736770285714
"10457" "30" "LAYING" "timeBodygyrojerkStdx" -0.983775833714286
"10458" "30" "LAYING" "timeBodygyrojerkStdy" -0.980357062142857
"10459" "30" "LAYING" "timeBodygyrojerkStdz" -0.980768874571429
"10460" "30" "LAYING" "timeBodyaccmagMean" -0.969829984285714
"10461" "30" "LAYING" "timeBodyaccmagStd" -0.960167907285714
"10462" "30" "LAYING" "timeGravityaccmagMean" -0.969829984285714
"10463" "30" "LAYING" "timeGravityaccmagStd" -0.960167907285714
"10464" "30" "LAYING" "timeBodyaccjerkmagMean" -0.97923282
"10465" "30" "LAYING" "timeBodyaccjerkmagStd" -0.969642290285714
"10466" "30" "LAYING" "timeBodygyromagMean" -0.962284921142857
"10467" "30" "LAYING" "timeBodygyromagStd" -0.951264441
"10468" "30" "LAYING" "timeBodygyrojerkmagMean" -0.985086413428571
"10469" "30" "LAYING" "timeBodygyrojerkmagStd" -0.976177142571429
"10470" "30" "LAYING" "frequencyBodyaccMeanx" -0.974789999285714
"10471" "30" "LAYING" "frequencyBodyaccMeany" -0.959974274571429
"10472" "30" "LAYING" "frequencyBodyaccMeanz" -0.970321991714286
"10473" "30" "LAYING" "frequencyBodyaccStdx" -0.977045260571429
"10474" "30" "LAYING" "frequencyBodyaccStdy" -0.9535584
"10475" "30" "LAYING" "frequencyBodyaccStdz" -0.967188198571429
"10476" "30" "LAYING" "frequencyBodyaccjerkMeanx" -0.976887901571429
"10477" "30" "LAYING" "frequencyBodyaccjerkMeany" -0.971696279857143
"10478" "30" "LAYING" "frequencyBodyaccjerkMeanz" -0.975632420428571
"10479" "30" "LAYING" "frequencyBodyaccjerkStdx" -0.980350748142857
"10480" "30" "LAYING" "frequencyBodyaccjerkStdy" -0.972434196714286
"10481" "30" "LAYING" "frequencyBodyaccjerkStdz" -0.982281553142857
"10482" "30" "LAYING" "frequencyBodygyroMeanx" -0.971789052714286
"10483" "30" "LAYING" "frequencyBodygyroMeany" -0.968170332428571
"10484" "30" "LAYING" "frequencyBodygyroMeanz" -0.967577361142857
"10485" "30" "LAYING" "frequencyBodygyroStdx" -0.974488400714286
"10486" "30" "LAYING" "frequencyBodygyroStdy" -0.965134152428571
"10487" "30" "LAYING" "frequencyBodygyroStdz" -0.972199238
"10488" "30" "LAYING" "frequencyBodyaccmagMean" -0.962840820428571
"10489" "30" "LAYING" "frequencyBodyaccmagStd" -0.964051810714286
"10490" "30" "LAYING" "frequencyBodybodyaccjerkmagMean" -0.969949269571429
"10491" "30" "LAYING" "frequencyBodybodyaccjerkmagStd" -0.968087778
"10492" "30" "LAYING" "frequencyBodybodygyromagMean" -0.962001199
"10493" "30" "LAYING" "frequencyBodybodygyromagStd" -0.952644449285714
"10494" "30" "LAYING" "frequencyBodybodygyrojerkmagMean" -0.977821335571429
"10495" "30" "LAYING" "frequencyBodybodygyrojerkmagStd" -0.975481548714286
"10496" "14" "LAYING" "timeBodyaccMeanx" 0.233275439803922
"10497" "14" "LAYING" "timeBodyaccMeany" -0.0113424652490196
"10498" "14" "LAYING" "timeBodyaccMeanz" -0.0868333315509804
"10499" "14" "LAYING" "timeBodyaccStdx" -0.917501887333333
"10500" "14" "LAYING" "timeBodyaccStdy" -0.909697040980392
"10501" "14" "LAYING" "timeBodyaccStdz" -0.900331921686275
"10502" "14" "LAYING" "timeGravityaccMeanx" -0.145483631627451
"10503" "14" "LAYING" "timeGravityaccMeany" 0.48539692745098
"10504" "14" "LAYING" "timeGravityaccMeanz" 0.83656291
"10505" "14" "LAYING" "timeGravityaccStdx" -0.862136937254902
"10506" "14" "LAYING" "timeGravityaccStdy" -0.94877486372549
"10507" "14" "LAYING" "timeGravityaccStdz" -0.90130385627451
"10508" "14" "LAYING" "timeBodyaccjerkMeanx" 0.098140384845098
"10509" "14" "LAYING" "timeBodyaccjerkMeany" -0.00831507059607843
"10510" "14" "LAYING" "timeBodyaccjerkMeanz" -0.0323601505045098
"10511" "14" "LAYING" "timeBodyaccjerkStdx" -0.971473557058824
"10512" "14" "LAYING" "timeBodyaccjerkStdy" -0.96812761745098
"10513" "14" "LAYING" "timeBodyaccjerkStdz" -0.972431855490196
"10514" "14" "LAYING" "timeBodygyroMeanx" 0.00505221181607843
"10515" "14" "LAYING" "timeBodygyroMeany" -0.153423807745098
"10516" "14" "LAYING" "timeBodygyroMeanz" 0.149124058235294
"10517" "14" "LAYING" "timeBodygyroStdx" -0.957221015098039
"10518" "14" "LAYING" "timeBodygyroStdy" -0.932499780588235
"10519" "14" "LAYING" "timeBodygyroStdz" -0.952296965294118
"10520" "14" "LAYING" "timeBodygyrojerkMeanx" -0.105446637019608
"10521" "14" "LAYING" "timeBodygyrojerkMeany" -0.0372677398193922
"10522" "14" "LAYING" "timeBodygyrojerkMeanz" -0.0566171868039216
"10523" "14" "LAYING" "timeBodygyrojerkStdx" -0.970274962745098
"10524" "14" "LAYING" "timeBodygyrojerkStdy" -0.968042893529412
"10525" "14" "LAYING" "timeBodygyrojerkStdz" -0.979711372941176
"10526" "14" "LAYING" "timeBodyaccmagMean" -0.905978250196078
"10527" "14" "LAYING" "timeBodyaccmagStd" -0.856593119215686
"10528" "14" "LAYING" "timeGravityaccmagMean" -0.905978250196078
"10529" "14" "LAYING" "timeGravityaccmagStd" -0.856593119215686
"10530" "14" "LAYING" "timeBodyaccjerkmagMean" -0.972576392941176
"10531" "14" "LAYING" "timeBodyaccjerkmagStd" -0.966450909019608
"10532" "14" "LAYING" "timeBodygyromagMean" -0.904665418431373
"10533" "14" "LAYING" "timeBodygyromagStd" -0.913433185882353
"10534" "14" "LAYING" "timeBodygyrojerkmagMean" -0.975621183137255
"10535" "14" "LAYING" "timeBodygyrojerkmagStd" -0.964009921960784
"10536" "14" "LAYING" "frequencyBodyaccMeanx" -0.933936178235294
"10537" "14" "LAYING" "frequencyBodyaccMeany" -0.930366906078431
"10538" "14" "LAYING" "frequencyBodyaccMeanz" -0.927882307058824
"10539" "14" "LAYING" "frequencyBodyaccStdx" -0.911972655156863
"10540" "14" "LAYING" "frequencyBodyaccStdy" -0.905221049156863
"10541" "14" "LAYING" "frequencyBodyaccStdz" -0.894055710980392
"10542" "14" "LAYING" "frequencyBodyaccjerkMeanx" -0.972010709215686
"10543" "14" "LAYING" "frequencyBodyaccjerkMeany" -0.969342124313725
"10544" "14" "LAYING" "frequencyBodyaccjerkMeanz" -0.968593195686275
